,sofifa_id,height_cm,weight_kg,player_positions,weak_foot,work_rate,body_type,attacking_finishing,attacking_heading_accuracy,attacking_volleys,skill_dribbling,skill_long_passing,movement_reactions,movement_balance,power_stamina,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_sliding_tackle,F,Mid,D,Gk
1409,203128,184,83,2,3,Medium/Medium,Lean,49,69,39,70,74,73,61,83,57,75,76,68,73,52,72,75,68.0,72.76923076923077,75.42857142857143,12.2
1413,209236,179,76,2,4,Medium/Medium,Normal,58,63,59,64,74,76,69,79,62,81,76,64,73,55,72,74,70.5,73.23076923076923,74.42857142857143,10.0
1425,124635,187,82,2,5,Medium/Medium,Normal,58,70,54,65,71,80,61,83,70,66,86,56,58,68,72,76,67.5,70.0,74.57142857142857,12.0
1431,139064,174,71,2,3,Medium/High,Normal,47,62,41,64,76,73,72,59,66,88,79,67,68,70,80,78,65.0,70.23076923076923,73.14285714285714,12.2
1436,144429,181,82,2,3,Medium/Medium,Normal,56,64,50,73,70,78,69,75,64,72,77,73,73,65,75,73,71.5,74.6923076923077,75.42857142857143,11.0
1440,152879,177,76,2,3,High/High,Normal,60,62,68,74,79,74,71,69,69,85,73,64,78,88,77,76,68.5,73.07692307692308,72.14285714285714,10.8
1442,152996,178,73,2,3,High/High,Lean,43,52,40,75,70,77,76,76,42,79,80,55,72,55,77,72,64.0,71.76923076923077,73.28571428571429,8.8
1445,155887,188,79,2,3,Medium/Medium,Normal,57,63,69,72,79,75,72,85,62,80,70,61,73,65,76,70,69.0,73.53846153846153,71.85714285714286,13.8
1452,162329,181,71,2,2,Medium/Medium,Normal,54,60,62,71,78,76,70,81,66,83,74,64,72,69,83,73,69.0,73.46153846153847,73.42857142857143,12.2
1455,163925,180,75,2,2,High/Medium,Normal,60,54,74,80,74,64,69,63,78,60,30,76,77,77,74,28,73.0,70.84615384615384,51.857142857142854,11.2
1456,167514,183,72,2,3,High/High,Normal,58,72,64,74,74,75,67,74,75,72,82,66,56,55,75,73,71.5,73.53846153846153,76.0,11.4
1461,169706,184,75,2,4,Medium/High,Normal,58,74,60,69,76,78,68,90,59,78,77,67,72,60,77,75,69.5,73.53846153846153,75.85714285714286,10.4
1476,177019,180,73,2,3,Low/High,Lean,32,70,35,61,67,77,66,68,35,75,83,32,63,50,72,76,55.5,64.61538461538461,73.85714285714286,10.8
1483,178255,192,80,2,2,Medium/High,Normal,60,75,42,73,70,68,35,89,67,74,76,64,76,50,71,68,71.0,73.0,74.28571428571429,11.6
1488,181318,186,82,2,3,Medium/Medium,Lean,60,62,66,74,78,74,58,72,69,83,72,70,75,68,76,64,70.5,74.38461538461539,71.57142857142857,5.0
1492,182896,174,70,2,3,High/Medium,Normal,59,62,54,72,67,80,77,67,70,72,77,66,65,48,75,77,71.0,73.23076923076923,75.57142857142857,11.6
1507,186330,181,71,2,2,Medium/Medium,Lean,49,80,49,76,69,73,66,76,39,71,81,67,61,51,72,68,69.0,72.23076923076923,76.0,9.6
1508,186589,187,80,2,3,Low/High,Lean,40,72,56,67,76,72,57,71,78,79,79,61,75,58,75,68,67.0,71.84615384615384,73.71428571428571,5.4
1514,188313,174,69,2,3,High/Medium,Normal,58,56,56,78,67,77,79,79,67,72,69,68,67,68,68,75,72.5,74.61538461538461,74.71428571428571,13.0
1524,190156,178,73,2,3,Medium/Medium,Normal,43,56,26,62,71,72,64,73,71,87,80,58,74,50,71,71,63.0,69.6923076923077,71.14285714285714,11.2
1533,192427,173,70,2,4,High/Medium,Lean,43,55,51,76,74,74,88,81,62,74,70,72,69,75,67,75,69.0,74.23076923076923,74.14285714285714,14.6
1552,198129,175,70,2,3,Medium/High,Normal,48,44,55,71,60,74,72,83,64,72,82,69,69,40,77,70,68.0,72.38461538461539,74.0,11.2
1556,199422,169,66,2,3,Medium/Medium,Normal,54,34,71,70,75,76,89,72,72,74,77,63,78,64,75,58,69.0,74.92307692307692,70.0,10.6
1567,204125,175,75,2,4,High/High,Stocky,60,70,57,71,69,72,78,87,58,87,74,65,65,51,72,72,70.0,72.84615384615384,76.57142857142857,10.2
1568,204156,182,81,2,3,Medium/High,Normal,50,66,45,73,73,72,66,85,58,84,74,72,69,42,70,70,69.5,72.53846153846153,74.28571428571429,10.8
1582,212772,186,81,2,3,Medium/Medium,Normal,48,79,46,50,61,71,53,67,40,74,77,35,50,37,71,77,58.0,61.46153846153846,72.71428571428571,10.6
1593,230197,175,71,2,3,High/Medium,Normal,51,66,39,77,74,75,72,80,51,81,71,55,56,66,73,77,64.0,71.46153846153847,75.42857142857143,12.2
1595,230230,188,78,2,3,Medium/Medium,Normal,41,73,52,45,75,77,37,68,45,80,72,42,44,77,75,77,57.0,60.84615384615385,73.0,10.6
1596,230250,177,78,2,2,Medium/Medium,Normal,58,68,60,67,77,71,73,81,71,81,76,62,64,61,66,68,69.5,72.3076923076923,74.85714285714286,12.6
1599,230337,175,68,2,3,High/Medium,Lean,60,60,59,76,72,82,83,84,61,70,62,72,73,67,80,77,73.5,75.46153846153847,74.85714285714286,11.0
1600,230371,178,75,2,3,Medium/Medium,Normal,52,68,55,71,71,74,77,77,53,64,73,61,71,63,72,73,68.0,73.23076923076923,75.28571428571429,11.6
1601,230388,191,88,2,3,Medium/Medium,Normal,31,75,44,49,62,67,41,52,44,88,71,34,43,51,74,71,53.0,57.38461538461539,70.85714285714286,10.0
1602,230453,176,76,2,2,Medium/High,Stocky,45,60,53,50,76,79,76,88,62,83,70,36,52,62,80,68,60.0,67.15384615384616,74.0,10.8
1604,230528,188,84,2,3,Medium/Medium,Stocky,30,73,49,58,76,67,53,61,42,84,75,40,36,42,70,73,55.0,60.69230769230769,72.0,12.0
1609,245322,188,78,2,3,Medium/Medium,Normal,41,73,52,45,75,77,37,68,45,80,72,42,44,77,75,77,57.0,60.84615384615385,72.57142857142857,10.6
1610,245326,176,76,2,2,Medium/High,Stocky,45,60,53,50,76,79,76,88,62,83,70,36,52,62,80,68,60.0,66.92307692307692,73.0,10.8
1620,236496,185,68,2,3,Medium/High,Lean,56,67,49,73,78,72,66,78,68,76,71,64,75,49,78,68,70.0,73.61538461538461,72.28571428571429,9.8
1631,234574,183,76,2,3,High/Medium,Normal,52,68,44,79,60,76,72,78,64,80,73,70,68,43,76,67,72.5,74.0,74.85714285714286,8.0
1633,234986,186,81,2,3,Medium/High,Lean,26,70,26,46,62,72,54,67,33,69,75,37,42,33,73,73,55.0,61.76923076923077,73.0,9.4
1638,224656,182,82,2,3,Medium/Medium,Normal,54,64,58,76,70,70,77,81,68,67,72,65,67,49,69,73,71.5,73.6923076923077,74.71428571428571,10.0
1639,225782,177,71,2,3,Medium/Medium,Lean,56,54,44,77,69,72,71,78,62,58,70,66,72,54,77,69,70.5,73.92307692307692,72.14285714285714,10.8
1649,239231,172,69,2,3,High/Medium,Lean,59,57,39,75,66,72,79,88,59,71,68,69,71,47,70,65,71.0,73.76923076923077,71.71428571428571,10.0
1653,228579,183,79,2,4,High/Medium,Lean,50,59,53,78,66,73,69,75,46,61,76,62,66,59,74,70,68.0,72.53846153846153,74.0,11.2
1654,230613,184,74,2,3,Medium/High,Lean,48,59,46,76,76,73,69,77,56,80,74,54,78,52,75,72,67.5,74.0,73.28571428571429,10.4
1658,235997,170,66,2,3,Medium/Medium,Normal,47,60,55,75,77,71,77,66,55,68,76,63,76,49,66,79,66.5,73.07692307692308,73.57142857142857,11.0
1665,215930,184,82,2,3,Medium/Medium,Normal,51,74,43,60,60,69,65,65,39,83,75,49,39,44,66,74,61.0,63.38461538461539,73.42857142857143,12.0
1666,216320,184,77,2,4,High/High,Lean,60,58,50,78,72,74,69,73,78,76,71,72,70,56,70,68,73.0,74.46153846153847,72.0,9.4
1669,225945,179,79,2,3,Medium/Medium,Normal,46,63,53,70,73,74,64,75,64,75,74,61,65,58,75,72,67.5,71.76923076923077,73.71428571428571,10.8
1674,230065,184,75,2,3,Medium/Medium,Normal,56,68,50,77,70,75,67,77,68,85,75,68,74,49,70,68,71.5,74.23076923076923,73.85714285714286,10.2
1682,244271,184,75,2,3,Medium/High,Lean,55,66,43,61,64,75,57,93,60,87,80,56,65,43,62,74,65.5,69.07692307692308,74.85714285714286,10.6
1683,244383,187,80,2,3,Medium/Medium,Normal,17,77,27,31,45,74,52,64,21,74,79,27,31,33,68,71,45.0,51.07692307692308,70.28571428571429,12.4
1692,220475,183,75,2,3,Medium/Medium,Lean,58,64,60,75,76,72,67,66,67,68,72,69,73,64,66,63,70.5,73.53846153846153,69.85714285714286,9.8
1695,221354,184,77,2,3,Medium/Medium,Normal,23,76,30,52,74,75,64,67,31,67,77,37,47,37,73,74,54.0,62.0,72.57142857142857,11.8
1696,221695,176,80,2,3,Medium/Medium,Normal,52,56,66,78,76,74,85,86,70,74,62,62,71,64,72,72,70.5,74.46153846153847,73.71428571428571,10.4
1715,236480,182,80,2,3,High/Medium,Normal,56,60,41,77,72,71,78,74,74,68,77,68,74,58,72,73,71.5,74.15384615384616,73.85714285714286,9.6
1716,239641,189,82,2,4,Medium/Medium,Lean,48,72,55,69,73,75,46,81,70,81,74,64,67,47,69,66,69.0,71.07692307692308,73.42857142857143,11.0
1717,242201,175,67,2,3,High/High,Lean,51,48,51,69,72,75,79,88,66,68,73,66,73,63,81,67,68.5,73.3076923076923,72.0,10.6
1721,205989,183,73,2,3,Low/High,Normal,46,68,45,65,70,73,66,72,53,83,74,50,60,54,64,74,63.0,68.6923076923077,74.0,11.2
1727,213689,176,71,2,3,Medium/High,Lean,47,50,40,70,68,66,75,90,44,95,73,57,64,42,73,74,63.5,69.61538461538461,73.85714285714286,11.8
1728,213899,181,84,2,2,Medium/High,Normal,36,75,35,65,73,73,48,84,34,84,74,45,56,43,73,72,60.5,66.92307692307692,74.42857142857143,11.2
1734,223517,183,76,2,3,Medium/Medium,Normal,60,78,63,72,71,77,66,79,71,77,77,73,74,57,80,72,73.0,74.46153846153847,74.85714285714286,11.0
1742,230936,178,70,2,5,Medium/High,Lean,48,54,68,80,78,73,79,76,58,65,75,64,77,58,76,67,68.5,75.38461538461539,72.85714285714286,9.4
1746,232805,186,76,2,3,Medium/Medium,Lean,30,67,53,65,58,71,66,74,68,74,72,58,55,43,67,82,63.0,67.23076923076923,75.14285714285714,13.2
1756,205897,185,76,2,3,Medium/Medium,Lean,55,71,53,74,77,70,65,67,67,73,72,60,76,49,68,73,70.0,73.15384615384616,72.85714285714286,10.4
1764,219712,175,68,2,3,Medium/Medium,Normal,50,58,36,64,78,72,82,72,68,75,76,60,70,59,70,72,65.5,70.38461538461539,70.85714285714286,12.8
1775,240316,185,75,2,3,High/High,Lean,58,66,58,70,72,74,67,89,66,75,72,67,68,74,72,64,70.5,72.61538461538461,73.28571428571429,9.4
1778,197681,186,77,2,2,Medium/Low,Normal,51,62,28,81,74,68,67,81,76,65,62,70,71,29,80,60,71.5,73.61538461538461,67.71428571428571,10.0
1779,198658,176,70,2,3,Medium/Medium,Normal,56,58,60,72,74,75,83,87,66,74,76,66,72,51,77,60,70.5,73.92307692307692,72.0,11.4
1780,199158,183,74,2,3,Medium/Medium,Lean,60,57,59,65,75,74,57,90,73,76,75,70,73,41,82,69,70.0,72.84615384615384,72.0,13.0
1783,202135,181,80,2,3,High/High,Normal,55,68,74,76,75,68,67,77,77,86,75,73,69,68,74,77,72.5,75.23076923076923,76.42857142857143,11.0
1784,202151,178,72,2,3,Medium/Medium,Normal,48,52,68,72,74,74,75,70,84,85,65,41,41,46,66,80,66.0,69.6923076923077,74.85714285714286,11.4
1785,203864,182,77,2,3,Medium/Medium,Normal,50,63,59,72,74,73,64,69,59,87,74,58,72,69,71,67,68.0,71.76923076923077,72.28571428571429,11.0
1788,205995,177,82,2,4,High/Low,Normal,54,67,53,78,71,73,76,73,68,73,70,68,77,46,71,72,72.5,74.6923076923077,74.85714285714286,11.2
1792,208364,180,73,2,3,High/High,Normal,53,59,46,75,69,71,73,87,67,78,73,67,60,49,80,75,70.0,72.38461538461539,75.14285714285714,9.4
1794,210450,188,84,2,3,Medium/High,Normal,41,52,42,62,70,69,39,76,78,75,77,46,58,39,59,74,61.5,67.0,71.14285714285714,9.6
1796,211818,183,77,2,2,Medium/Medium,Normal,58,54,75,75,76,76,66,75,84,60,55,69,74,46,73,41,71.5,73.15384615384616,65.28571428571429,11.6
1797,211879,186,78,2,3,Medium/Medium,Lean,57,56,58,77,70,76,62,86,63,63,66,71,76,61,63,58,71.5,73.6923076923077,67.28571428571429,13.6
1801,212476,176,71,2,4,Medium/Medium,Lean,58,61,57,71,80,71,69,59,80,45,59,65,77,80,64,59,70.0,72.53846153846153,66.0,12.4
1803,213242,180,78,2,3,Medium/Medium,Normal,59,69,35,71,72,73,70,81,59,69,75,69,71,54,72,75,70.5,73.38461538461539,73.71428571428571,14.4
1805,215193,169,70,2,3,Medium/Medium,Normal,49,47,71,72,76,75,92,88,78,76,74,68,69,57,67,66,69.5,74.76923076923077,72.57142857142857,10.2
1809,221016,184,76,2,3,Medium/High,Normal,38,68,48,68,69,71,56,69,61,88,80,60,67,53,78,72,64.0,69.23076923076923,73.57142857142857,13.4
1810,223329,184,76,2,2,High/High,Lean,58,64,59,74,69,76,68,87,49,73,73,73,63,48,72,74,70.5,73.76923076923077,75.14285714285714,10.8
1823,198657,170,70,2,3,High/High,Stocky,55,59,61,73,66,72,86,89,58,81,71,68,74,48,72,71,70.0,73.23076923076923,74.42857142857143,12.0
1824,201389,185,78,2,3,Medium/Medium,Normal,40,65,46,71,69,74,72,74,65,74,75,58,56,64,70,73,66.0,70.07692307692308,75.14285714285714,9.8
1827,208535,178,78,2,3,Medium/High,Stocky,50,68,58,71,76,77,70,79,78,86,79,68,67,44,76,76,71.0,74.92307692307692,77.0,7.8
1828,209818,181,74,2,3,High/Medium,Lean,36,66,35,75,61,74,69,76,31,71,70,58,56,56,62,76,61.5,67.84615384615384,73.71428571428571,11.8
1829,210007,182,78,2,5,Medium/Medium,Normal,51,80,42,62,75,74,69,73,72,67,78,59,66,42,70,71,65.5,68.38461538461539,71.71428571428571,12.2
1833,215792,184,77,2,2,Medium/Medium,Normal,28,77,46,54,60,70,58,67,35,75,75,26,46,54,75,75,52.5,59.0,71.14285714285714,10.8
1838,184037,191,77,2,3,Low/Medium,Normal,38,76,39,58,64,73,49,61,38,71,72,42,39,58,74,76,57.0,61.84615384615385,72.42857142857143,8.2
1860,209846,185,86,2,2,High/Medium,Stocky,38,57,39,71,61,71,64,85,49,82,72,62,54,44,67,74,64.0,68.3076923076923,74.71428571428571,11.0
1884,112365,181,75,2,3,Medium/High,Normal,52,63,65,72,77,72,72,70,72,78,67,67,76,67,74,68,67.0,72.53846153846153,70.71428571428571,12.4
1886,134820,175,80,2,3,Medium/High,Stocky,44,50,42,69,69,71,73,83,48,88,74,47,56,74,86,70,62.0,68.92307692307692,72.85714285714286,11.4
1894,142784,178,74,2,3,Medium/High,Normal,49,74,50,71,64,79,64,60,57,85,80,67,66,64,76,78,68.0,71.38461538461539,76.71428571428571,10.2
1905,159175,180,74,2,3,Medium/High,Normal,42,70,57,68,68,77,70,74,67,87,77,55,69,57,77,75,64.5,69.38461538461539,74.14285714285714,9.8
1906,161805,185,82,2,3,Medium/High,Normal,54,66,69,70,72,72,68,70,70,90,74,66,70,67,76,76,69.0,72.15384615384616,74.28571428571429,11.2
1916,167665,174,70,2,3,Low/High,Normal,55,60,58,64,75,74,74,78,68,73,74,58,68,68,75,71,65.0,70.15384615384616,71.85714285714286,12.4
1918,168621,182,67,2,3,High/High,Lean,59,55,65,71,73,83,75,90,60,82,78,66,70,55,78,70,70.5,75.15384615384616,76.0,9.6
1919,169426,183,76,2,3,High/Medium,Normal,44,73,59,68,63,75,66,77,53,74,76,66,56,55,62,77,66.5,69.46153846153847,75.57142857142857,8.6
1927,172113,179,73,2,3,Medium/High,Normal,41,67,45,63,71,65,57,74,57,83,77,63,68,51,70,74,63.0,68.3076923076923,71.57142857142857,10.2
1932,176009,175,73,2,4,Medium/High,Normal,57,52,67,72,78,72,77,74,76,70,75,66,74,73,80,68,69.0,73.6923076923077,71.42857142857143,12.0
1944,181402,179,73,2,3,Medium/Medium,Normal,50,62,56,71,69,75,70,86,62,80,78,56,64,32,76,69,67.0,70.92307692307692,74.14285714285714,12.2
1949,182670,178,68,2,3,Medium/Medium,Normal,53,68,48,67,71,73,74,80,66,80,74,53,59,50,68,72,66.0,70.3076923076923,73.85714285714286,13.0
1951,182882,182,82,2,3,Medium/Medium,Normal,48,70,43,69,75,65,40,55,68,81,77,57,69,62,75,73,66.0,70.3076923076923,72.85714285714286,8.8
1952,182888,188,83,2,3,Medium/Medium,Normal,40,77,38,64,77,74,58,72,66,74,73,57,69,56,70,76,63.5,69.0,73.42857142857143,10.8
1956,183546,176,73,2,3,Low/High,Normal,54,64,51,67,69,72,72,88,54,85,76,58,63,41,70,76,65.5,70.0,74.42857142857143,10.4
1962,184392,182,70,2,5,Low/High,Lean,55,68,59,72,66,74,75,67,56,74,77,63,59,45,78,77,68.5,71.0,75.42857142857143,7.8
1969,186115,179,70,2,2,High/Medium,Lean,48,66,47,71,65,75,74,78,59,72,74,68,65,63,73,73,68.5,72.07692307692308,74.85714285714286,9.8
1970,186143,175,69,2,3,Medium/Medium,Lean,58,58,69,62,82,71,73,69,73,69,73,59,76,70,69,70,67.5,72.76923076923077,71.42857142857143,11.6
1975,187421,171,78,2,3,Medium/High,Normal,49,56,71,67,71,69,70,90,69,84,75,56,73,69,75,69,66.5,71.53846153846153,73.28571428571429,10.0
1977,187800,176,75,2,3,High/High,Lean,41,58,58,75,72,74,78,79,66,76,73,70,68,68,76,75,68.0,73.46153846153847,75.0,7.2
1979,188253,180,72,2,4,Medium/High,Normal,55,63,61,74,76,70,70,55,64,80,77,63,72,60,74,74,67.5,72.76923076923077,72.85714285714286,10.8
1980,188337,171,72,2,2,High/High,Stocky,58,50,76,75,71,76,84,77,69,85,74,71,71,40,67,72,73.5,75.38461538461539,75.42857142857143,12.4
1989,189390,185,85,2,2,High/Medium,Normal,50,68,47,72,71,75,62,76,64,75,71,64,67,70,73,76,68.5,72.15384615384616,75.28571428571429,9.8
1997,190416,187,80,2,4,Medium/High,Lean,60,74,58,71,70,69,63,75,60,71,76,65,68,66,67,73,69.5,71.15384615384616,74.0,9.6
2000,190971,180,70,2,4,Medium/High,Normal,55,64,69,74,78,73,74,72,66,87,68,63,62,66,77,72,70.0,72.07692307692308,71.71428571428571,12.0
2002,191055,185,74,2,3,High/Medium,Normal,38,69,46,73,69,73,52,75,61,80,74,68,62,34,69,76,67.0,70.92307692307692,75.0,8.8
2008,192575,173,70,2,3,High/High,Normal,60,70,72,76,69,75,81,88,74,72,74,74,70,58,73,72,74.0,75.38461538461539,74.71428571428571,11.2
2010,192620,190,84,2,3,Medium/Medium,Normal,35,78,52,48,75,72,40,46,59,75,78,42,65,64,74,74,57.5,63.69230769230769,71.14285714285714,9.6
2013,193116,187,76,2,4,Low/Medium,Lean,55,74,60,67,74,75,64,61,59,83,77,60,65,68,73,74,68.5,71.3076923076923,74.57142857142857,9.2
2015,193311,174,71,2,3,Medium/Medium,Normal,47,53,60,65,73,75,75,66,66,86,75,62,68,49,76,74,66.5,70.84615384615384,73.85714285714286,10.8
2018,193683,179,69,2,3,Medium/Medium,Lean,59,48,59,68,74,73,77,90,63,62,78,60,72,63,65,66,67.5,72.84615384615384,71.85714285714286,10.6
2020,194079,177,67,2,4,High/Medium,Lean,60,59,50,77,74,74,83,80,70,78,46,72,71,50,70,49,72.5,72.46153846153847,63.857142857142854,9.8
2023,194359,170,68,2,5,High/High,Lean,46,61,45,65,63,71,89,78,53,67,74,67,59,44,66,73,64.5,69.61538461538461,73.71428571428571,12.2
2030,196069,170,67,2,4,High/High,Normal,59,63,57,79,68,76,83,78,62,59,68,71,71,71,69,65,73.5,74.38461538461539,71.28571428571429,11.6
2038,198861,167,73,2,3,Low/High,Stocky,49,65,43,71,72,74,87,77,64,77,74,56,60,55,70,74,66.5,72.07692307692308,74.57142857142857,12.4
2052,201893,183,74,2,3,Medium/Medium,Normal,58,59,55,72,73,75,59,72,72,87,76,75,74,69,69,62,69.5,72.92307692307692,70.57142857142857,10.4
2053,201982,179,80,2,3,High/Low,Normal,58,59,63,75,66,75,79,77,66,78,70,73,71,62,72,69,72.0,73.92307692307692,73.42857142857143,9.4
2054,202061,186,88,2,3,High/Medium,Normal,60,71,69,71,75,74,62,71,76,77,75,74,72,65,75,72,73.0,73.92307692307692,73.57142857142857,10.8
2055,202078,175,75,2,3,Medium/Medium,Normal,59,58,70,79,69,77,78,80,64,59,69,59,66,61,83,56,72.5,74.38461538461539,69.28571428571429,9.2
2056,202316,186,84,2,3,High/High,Normal,55,74,57,72,73,73,52,73,60,83,68,71,55,50,71,79,70.5,71.61538461538461,76.42857142857143,10.0
2060,203067,172,68,2,4,High/High,Normal,57,52,54,70,71,72,80,90,57,88,72,64,67,62,72,74,68.5,72.3076923076923,73.57142857142857,11.2
2070,207924,179,76,2,1,High/Medium,Stocky,42,41,61,73,69,71,73,86,69,67,72,71,66,53,65,75,66.5,72.23076923076923,73.85714285714286,12.0
2073,209610,166,64,2,3,Medium/High,Normal,40,55,48,59,70,73,88,88,64,63,79,65,65,56,80,74,65.0,71.07692307692308,74.14285714285714,8.8
2084,214332,183,81,2,3,Medium/High,Normal,55,61,48,69,73,76,60,80,61,84,76,62,69,71,75,72,66.5,70.6923076923077,72.57142857142857,12.2
2092,216335,184,75,2,4,Medium/Medium,Normal,55,62,50,67,76,65,58,80,50,76,75,52,58,55,74,71,64.5,69.61538461538461,72.42857142857143,12.6
2094,216350,185,79,2,3,High/High,Normal,60,66,40,70,72,70,55,84,58,77,73,62,68,46,72,69,67.5,70.15384615384616,72.14285714285714,12.4
2097,223017,175,70,2,3,High/Medium,Normal,60,52,66,78,66,74,79,75,67,74,69,73,68,63,70,69,72.5,73.6923076923077,71.14285714285714,11.4
2100,227772,188,83,2,3,Medium/Medium,Normal,56,57,55,79,80,70,67,82,66,73,67,59,72,62,82,64,69.5,73.84615384615384,70.85714285714286,12.4
2102,230189,177,76,2,3,Medium/Medium,Normal,48,66,55,66,72,73,76,73,56,67,75,60,63,72,68,77,66.0,70.23076923076923,74.71428571428571,12.8
2109,230381,188,77,2,3,Medium/Medium,Lean,50,75,59,68,77,71,59,61,76,68,76,59,58,66,76,70,69.0,70.76923076923077,74.57142857142857,9.4
2111,230457,182,77,2,3,Medium/High,Normal,57,72,44,59,71,81,61,87,67,82,72,65,56,66,73,74,69.0,70.76923076923077,75.42857142857143,13.4
2151,226773,180,68,2,3,Medium/Medium,Lean,58,41,34,77,76,67,64,74,60,75,69,66,76,53,72,66,69.0,73.0,68.85714285714286,11.2
2152,228332,178,64,2,3,Medium/High,Lean,37,64,42,64,64,65,71,77,38,84,75,51,60,45,65,76,60.5,66.3076923076923,73.0,10.4
2156,234078,178,78,2,4,Medium/Medium,Normal,41,52,51,77,71,72,78,80,62,65,67,62,77,42,71,59,67.5,72.92307692307692,69.71428571428571,7.4
2157,234468,176,67,2,4,Medium/Low,Lean,58,59,48,79,74,70,74,71,67,71,58,68,78,61,70,54,70.5,72.6923076923077,64.28571428571429,8.2
2162,240716,184,78,2,3,High/Medium,Normal,49,72,38,66,57,75,51,74,48,72,70,63,57,42,70,73,65.5,68.0,74.0,13.6
2163,244376,184,73,2,3,Medium/Medium,Lean,58,40,34,69,72,75,60,74,47,69,73,52,74,35,65,72,63.5,70.15384615384616,69.0,12.0
2164,245021,188,80,2,2,Medium/High,Normal,40,69,38,61,66,73,49,77,63,85,74,50,56,47,72,69,61.5,65.53846153846153,71.28571428571429,9.8
2166,213063,182,74,2,3,Medium/Medium,Normal,47,69,47,56,70,67,64,71,39,66,74,49,52,44,62,75,58.0,64.61538461538461,71.85714285714286,12.8
2167,213956,178,72,2,2,High/Medium,Stocky,58,40,52,89,52,62,87,73,55,62,29,60,57,47,70,33,70.5,66.46153846153847,53.714285714285715,10.4
2169,221342,172,70,2,3,Medium/Medium,Lean,53,68,21,75,63,63,83,66,52,62,69,67,64,37,62,75,68.5,71.38461538461539,73.71428571428571,11.6
2178,232132,190,75,2,3,Medium/High,Normal,43,72,39,60,64,72,35,69,45,75,71,50,64,47,64,72,61.5,65.46153846153847,71.57142857142857,12.4
2181,235522,171,61,2,3,Medium/Medium,Lean,58,36,57,75,75,72,83,73,66,68,68,65,75,59,75,63,68.0,72.84615384615384,67.42857142857143,7.6
2183,236527,177,75,2,4,Medium/High,Normal,54,65,53,66,69,72,73,70,58,73,73,58,68,50,66,74,66.0,70.15384615384616,72.85714285714286,10.0
2187,208137,190,77,2,3,Medium/Medium,Lean,59,75,46,62,72,72,39,78,65,66,78,53,62,57,72,64,66.0,69.15384615384616,71.57142857142857,12.4
2192,222429,169,60,2,2,Medium/Medium,Normal,45,55,33,66,72,81,90,87,62,75,72,65,68,51,74,78,65.5,72.53846153846153,73.85714285714286,10.4
2197,229585,187,82,2,4,High/High,Normal,59,70,62,58,72,72,66,84,61,81,70,55,67,58,76,76,66.5,69.38461538461539,73.71428571428571,11.0
2203,236699,183,77,2,3,Medium/Medium,Lean,54,58,68,77,77,70,73,67,64,64,67,58,76,66,76,71,69.0,73.76923076923077,71.28571428571429,9.6
2204,238072,188,91,2,4,Medium/High,Stocky,52,70,47,70,68,74,61,88,69,82,66,66,73,36,63,65,71.0,72.3076923076923,73.14285714285714,9.0
2208,219160,180,70,2,2,Medium/Medium,Lean,34,58,28,74,74,71,66,80,40,70,69,61,75,36,65,64,63.0,70.76923076923077,69.28571428571429,9.2
2212,222844,188,75,2,3,Medium/High,Normal,58,61,76,66,76,72,66,68,76,80,77,56,69,60,72,59,69.5,71.46153846153847,70.28571428571429,11.0
2217,228650,175,62,2,4,High/Low,Normal,55,47,65,82,67,72,76,67,57,57,29,69,75,60,74,42,70.0,70.0,56.42857142857143,10.8
2221,235875,183,75,2,3,High/Medium,Normal,35,65,59,74,67,70,74,69,51,70,69,66,58,30,71,73,65.5,69.76923076923077,73.42857142857143,10.2
2223,202331,178,75,2,3,Medium/High,Normal,55,73,53,77,75,63,67,90,57,73,65,59,73,57,81,71,69.5,73.92307692307692,72.85714285714286,10.6
